STOP_ID,latitude,STOP_NAME,longitude,TICKETZONE,ROUTEUSSP,geometry,
18933,-37.846541,30-Prahran Market/Commercial Rd (South Yarra),144.992271,1,72,c(323351.527073285, 5809313.43958487)
18934,-37.84676,31-Chapel St/Commercial Rd (South Yarra),144.994015,1,72,c(323505.527697618, 5809292.43094668)
18935,-37.847293,32-Surrey Rd/Malvern Rd (South Yarra),144.997807,1,72,c(323840.455084511, 5809240.45167894)
18936,-37.847653,33-Francis St/Malvern Rd (South Yarra),145.000434,1,72,c(324072.459406619, 5809205.45861819)
18937,-37.848004,34-Williams Rd/Malvern Rd (South Yarra),145.00305,1,72,c(324303.489751598, 5809171.4374374)
18938,-37.84848,35-Mathoura Rd/Malvern Rd (Toorak),145.006685,1,72,c(324624.459233463, 5809125.45279532)
18939,-37.848923,36-A'Beckett St/Malvern Rd (Toorak),145.009992,1,72,c(324916.489090949, 5809082.50577148)
18940,-37.849193,37-Orrong Rd/Malvern Rd (Toorak),145.012076,1,72,c(325100.502602116, 5809056.45235223)
18941,-37.849618,38-Clendon Rd/Malvern Rd (Toorak),145.01536,1,72,c(325390.457421423, 5809015.44281914)
18942,-37.850052,39-Irving Rd/Malvern Rd (Toorak),145.018679,1,72,c(325683.53423278, 5808973.49035944)
18943,-37.850403,40-Kooyong Rd/Malvern Rd (Toorak),145.021306,1,72,c(325915.4996987, 5808939.44445022)
18944,-37.850763,41-Albany Rd/Malvern Rd (Toorak),145.023956,1,72,c(326149.511270824, 5808904.43628767)
18945,-37.851052,42-Lauriston Girls School/Malvern Rd (Toorak),145.026141,1,72,c(326342.460660518, 5808876.43656854)
18946,-37.851547,43-Glenferrie Rd/Malvern Rd (Toorak),145.029867,1,72,c(326671.461572399, 5808828.43507003)
18947,-37.851897,44-Plant St/Malvern Rd (Malvern),145.032495,1,72,c(326903.509890964, 5808794.47349103)
18948,-37.852259,45-Elizabeth St/Malvern Rd (Malvern),145.035304,1,72,c(327151.484985518, 5808759.50190021)
18949,-37.852784,46-Meredith St/Malvern Rd (Malvern),145.039234,1,72,c(327498.504386413, 5808708.51998575)
18950,-37.853128,47-Tooronga Rd/Malvern Rd (Malvern),145.041987,1,72,c(327741.521998721, 5808675.434955)
18951,-37.853556,48-Edgar St/Malvern Rd (Malvern),145.045555,1,72,c(328056.443566128, 5808634.51700817)
18952,-37.8539,49-Kenilworth Gr/Malvern Rd (Malvern),145.04832,1,72,c(328300.532757546, 5808601.43814082)
18953,-37.854322,50-Burke Rd/Malvern Rd (Malvern),145.051491,1,72,c(328580.496994022, 5808560.43878645)
18954,-37.852854,51-Gardiner Railway Station/Burke Rd (Hawthorn East),145.052677,1,72,c(328681.464334388, 5808725.51287226)
18955,-37.849778,52-Harris Ave/Burke Rd (Hawthorn East),145.053042,1,72,c(328706.46276081, 5809067.5141368)
18956,-37.848171,53-Faircroft Ave/Burke Rd (Hawthorn East),145.053392,1,72,c(328733.533102527, 5809246.48175351)
18957,-37.8458,54-Toorak Rd/Burke Rd (Glen Iris),145.053874,1,72,c(328770.463373804, 5809510.46003855)
18958,-37.843796,55-Middle Rd/Burke Rd (Hawthorn East),145.054245,1,72,c(328798.456504955, 5809733.51755641)
18959,-37.841856,56-Anderson Rd/Burke Rd (Hawthorn East),145.054626,1,72,c(328827.518421442, 5809949.48336466)
18960,-37.840257,57-Pine Ave/Burke Rd (Hawthorn East),145.054941,1,72,c(328851.541228674, 5810127.49732127)
18961,-37.838164,58-Leura Gr/Burke Rd (Hawthorn East),145.055336,1,72,c(328881.456641468, 5810360.47544143)
18962,-37.835415,59-Pleasant Rd/Burke Rd (Hawthorn East),145.055829,1,72,c(328918.476180043, 5810666.41687121)
18963,-37.833717,60-Campbell Rd/Burke Rd (Hawthorn East),145.056158,1,72,c(328943.511070997, 5810855.44150057)
18964,-37.83157,61-Riversdale Rd/Burke Rd (Hawthorn East),145.056566,1,72,c(328974.481072287, 5811094.42537562)
18965,-37.830204,62-Camberwell Shopping Centre/755 Burke Rd (Hawthorn East),145.056818,1,72,c(328993.505440942, 5811246.46710873)
18966,-37.828219,63-Prospect Hill Rd/Burke Rd (Hawthorn East),145.057222,1,72,c(329024.472547786, 5811467.4763506)
19041,-37.823434,65-Victoria Rd/Burke Rd (Camberwell),145.058313,1,72,c(329109.439058163, 5812000.43260616)
18967,-37.826054,64-Camberwell Station/Burke Rd (Hawthorn East),145.057631,1,72,c(329055.470134731, 5811708.45823515)
18968,-37.823583,65-Victoria Rd/Burke Rd (Hawthorn East),145.05806,1,72,c(329087.538311871, 5811983.44192727)
18969,-37.821481,66-Rathmines Rd/Burke Rd (Hawthorn East),145.058467,1,72,c(329118.496062734, 5812217.42852563)
18970,-37.818589,67-Camberwell Girls Grammar/Burke Rd (Hawthorn East),145.059054,1,72,c(329163.510357607, 5812539.41901318)
18971,-37.815992,68-Mont Albert Rd/Burke Rd (Kew),145.059542,1,72,c(329200.462835667, 5812828.48054267)
18972,-37.814132,69-Sackville St/Burke Rd (Kew),145.059875,1,72,c(329225.489688608, 5813035.48677238)
18973,-37.870059,36-St Kilda Primary School/Brighton Rd (Balaclava),144.988415,1,67,c(323068.479709306, 5806696.42693562)
18974,-37.871771,37-Chapel St/Brighton Rd (Balaclava),144.989494,1,67,c(323167.481775556, 5806508.49003442)
18975,-37.8728,38-Brunning St/Brighton Rd (Balaclava),144.990125,1,67,c(323225.453812049, 5806395.50478148)
18976,-37.876636,39-Glen Eira Rd/Brighton Rd (Balaclava),144.992545,1,67,c(323447.475275295, 5805974.42203352)
18977,-37.878886,40-Scott St/Brighton Rd (Balaclava),144.993973,1,67,c(323578.458109686, 5805727.44927124)
18978,-37.880798,41-Coleridge St/Brighton Rd (Balaclava),144.995161,1,67,c(323687.508451594, 5805517.52190598)
18979,-37.882957,42-Hotham St/Brighton Rd (Balaclava),144.996501,1,67,c(323810.503214424, 5805280.4858841)
18980,-37.8838,43-Brighton Rd/Glenhuntly Rd (Elsternwick),144.997842,1,67,c(323930.45203957, 5805189.47021348)
18981,-37.88415,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),145.00038,1,67,c(324154.498996111, 5805155.41936926)
18982,-37.884613,45-Elsternwick Shopping Centre/Glenhuntly Rd (Elsternwick),145.003812,1,67,c(324457.458673994, 5805110.51242901)
18983,-37.884862,46-Orrong Rd/Glenhuntly Rd (Elsternwick),145.005705,1,67,c(324624.524315848, 5805086.4397651)
18984,-37.885271,47-Shoobra Rd/Glenhuntly Rd (Elsternwick),145.009127,1,67,c(324926.463800822, 5805047.47893096)
18985,-37.885649,48-Parkside St/Glenhuntly Rd (Elsternwick),145.012267,1,67,c(325203.505060445, 5805011.42365449)
18986,-37.885963,49-Kooyong Rd/Glenhuntly Rd (Elsternwick),145.014874,1,67,c(325433.502807558, 5804981.471948)
18987,-37.886391,50-Royal Pde/Glenhuntly Rd (Caulfield),145.01833,1,67,c(325738.454899225, 5804940.43766404)
19000,-37.911078,67-Rogers Ave/Hawthorn Rd (Brighton East),145.017531,1,64,c(325726.44670448, 5802199.5116003)
19001,-37.908517,66-Union St/Hawthorn Rd (Brighton East),145.017964,1,64,c(325758.478735622, 5802484.51173492)
19002,-37.90637,65-Davey Ave/Hawthorn Rd (Brighton East),145.018329,1,64,c(325785.508325034, 5802723.43416794)
19003,-37.903782,64-Taylor St/Hawthorn Rd (Brighton East),145.018808,1,64,c(325821.502241826, 5803011.5152286)
19004,-37.901196,63-North Rd/Hawthorn Rd (Brighton East),145.019332,1,64,c(325861.492859535, 5803299.4509322)
19005,-37.898969,62-Gardenvale Rd/Hawthorn Rd (Caulfield South),145.019801,1,64,c(325897.489888566, 5803547.4452478)
19006,-37.896552,61-Stone St/Hawthorn Rd (Caulfield South),145.020253,1,64,c(325931.522367484, 5803816.49949641)
19007,-37.894881,60-Dover St/Hawthorn Rd (Caulfield South),145.020548,1,64,c(325953.544144332, 5804002.47898554)
19008,-37.89304,59-Princes Park/Hawthorn Rd (Caulfield South),145.020904,1,64,c(325980.485560353, 5804207.42663168)
19009,-37.889608,58-Sycamore St/Hawthorn Rd (Caulfield South),145.021553,1,64,c(326029.484661139, 5804589.48129218)
19010,-37.886661,57-Glenhuntly Rd/Hawthorn Rd (Caulfield),145.022098,1,64,c(326070.480898824, 5804917.51146204)
19011,-37.884838,56-Briggs St/Hawthorn Rd (Caulfield),145.022443,1,64,c(326096.52199039, 5805120.45068687)
19012,-37.882449,55-Sylverly Gr/Hawthorn Rd (Caulfield North),145.022916,1,64,c(326132.505212762, 5805386.42668433)
19013,-37.879934,54-Glen Eira Rd/Hawthorn Rd (Caulfield North),145.023404,1,64,c(326169.524975857, 5805666.41226012)
19014,-37.877212,53-Northcote Ave/Hawthorn Rd (Caulfield North),145.02392,1,64,c(326208.499312802, 5805969.42909475)
19015,-37.874939,52-Halstead St/Hawthorn Rd (Caulfield North),145.024356,1,64,c(326241.503046126, 5806222.4617609)
19016,-37.872441,51-Balaclava Rd/Hawthorn Rd (Caulfield North),145.02482,1,"64,16",c(326276.450419758, 5806500.52380669)
19017,-37.869514,50-Inkerman Rd/Hawthorn Rd (Caulfield North),145.02541,1,"64,16",c(326321.47704867, 5806826.41784263)
19018,-37.86769,49-Arthur St/Hawthorn Rd (Caulfield North),145.025754,1,"64,16",c(326347.468198197, 5807029.46380292)
19019,-37.865428,48-Hawthorn Rd/Dandenong Rd (Caulfield North),145.025769,1,64,c(326343.455379969, 5807280.49294181)
19023,-37.864558,44-Bailey Ave/Dandenong Rd (Armadale),145.023837,1,64,c(326171.472460122, 5807373.43932563)
19024,-37.863789,43-Egerton Rd/Dandenong Rd (Armadale),145.02205,1,64,c(326012.454757602, 5807455.43677553)
19025,-37.86257,42-Kooyong Rd/Dandenong Rd (Armadale),145.019219,1,64,c(325760.529231187, 5807585.42685122)
19026,-37.861923,41-Cantala Ave/Dandenong Rd (Armadale),145.017735,1,64,c(325628.457565389, 5807654.45082534)
19027,-37.860825,40-Wattletree Rd/Dandenong Rd (Armadale),145.015173,1,"64,5",c(325400.463855488, 5807771.50032207)
19028,-37.86027,38-Orrong Rd/Dandenong Rd (Prahran),145.011119,1,"64,5",c(325042.499470639, 5807825.48626497)
19029,-37.859804,37-Lansdowne Rd/Dandenong Rd (St Kilda East),145.007528,1,"64,5",c(324725.470343681, 5807870.45942485)
19030,-37.859395,36-Closeburn Ave/Dandenong Rd (St Kilda East),145.004641,1,"64,5",c(324470.491261897, 5807910.42289585)
19031,-37.859063,35-Williams Rd/Dandenong Rd (Prahran),145.00207,1,"64,5",c(324243.532443337, 5807942.41578402)
19032,-37.858413,34-The Avenue/Dandenong Rd (Windsor),144.997234,1,"64,5",c(323816.49964249, 5808005.4313598)
19033,-37.858206,33-Hornby St/Dandenong Rd (Windsor),144.995694,1,"64,5",c(323680.54295832, 5808025.49313337)
19034,-37.857494,32-Chapel St/Dandenong Rd (Windsor),144.991996,1,"64,5",c(323353.470749511, 5808097.50543214)
19035,-37.856154,31-Queens Way/Queens Way (Windsor),144.987406,1,"64,5",c(322946.434773465, 5808237.50247459)
19036,-37.810873,70-Cotham Rd/Burke Rd (Kew),145.060596,1,72,c(329281.459558235, 5813398.43704502)
19037,-37.814108,69-Peverill St/Burke Rd (Balwyn),145.060069,1,72,c(329242.516087365, 5813038.49800492)
19038,-37.815743,68-Mont Albert Rd/Burke Rd (Camberwell),145.059765,1,72,c(329219.536911038, 5812856.52216369)
19039,-37.818492,67-Camberwell Girls Grammar/Burke Rd (Canterbury),145.059227,1,72,c(329178.497732518, 5812550.49087033)
19040,-37.821287,66-Canterbury Rd/Burke Rd (Camberwell),145.058722,1,72,c(329140.483666642, 5812239.4264381)
19042,-37.825967,64-Camberwell Station/Burke Rd (Camberwell),145.057815,1,72,c(329071.460879096, 5811718.45224052)
19043,-37.828024,63-Prospect Hill Rd/Burke Rd (Camberwell),145.057432,1,72,c(329042.495007126, 5811489.49210264)
19044,-37.831088,61-Camberwell Junction/Burke Rd (Camberwell),145.05684,1,72,c(328997.479315076, 5811148.41664647)
19045,-37.83389,60-Reserve Rd/Burke Rd (Camberwell),145.056312,1,72,c(328957.47106651, 5810836.51909408)
19046,-37.835193,59-Seymour Gr/Burke Rd (Camberwell),145.056074,1,72,c(328939.538739071, 5810691.50363227)
19047,-37.838086,58-Currajong Ave/Burke Rd (Camberwell),145.05552,1,72,c(328897.465460161, 5810369.46123108)
19048,-37.840062,57-Pine Ave/Burke Rd (Camberwell),145.055139,1,72,c(328868.514421826, 5810149.50181603)
19049,-37.841589,56-Anderson Rd/Burke Rd (Camberwell),145.054849,1,72,c(328846.510612473, 5809979.52294754)
19050,-37.843656,55-Middle Rd/Burke Rd (Camberwell),145.054454,1,72,c(328816.538131208, 5809749.43070822)
19051,-37.845614,54-Toorak Rd/Burke Rd (Camberwell),145.054084,1,72,c(328788.501207162, 5809531.48786735)
19052,-37.847878,53-Howitt St/Burke Rd (Glen Iris),145.053627,1,72,c(328753.540197753, 5809279.42032443)
19053,-37.849881,52-Bickleigh St/Burke Rd (Glen Iris),145.053222,1,72,c(328722.539045539, 5809056.41949807)
19054,-37.852962,51-Gardiner Station/Burke Rd (Glen Iris),145.052663,1,72,c(328680.479055296, 5808713.50285202)
19056,-37.854418,50-Glenarm Rd/Malvern Rd (Glen Iris),145.051295,1,72,c(328563.488596839, 5808549.43303147)
19057,-37.854046,49-Belmont Ave/Malvern Rd (Glen Iris),145.048418,1,72,c(328309.486870529, 5808585.41957063)
19058,-37.853732,48-Edgar St/Malvern Rd (Glen Iris),145.045835,1,72,c(328081.495057016, 5808615.50863791)
19059,-37.853304,47-Tooronga Rd/Malvern Rd (Glen Iris),145.0423,1,72,c(327769.488670839, 5808656.47865191)
19060,-37.852859,46-Shaftesbury Ave/Malvern Rd (Malvern),145.038823,1,72,c(327462.506664198, 5808699.44091454)
19061,-37.852434,45-Elizabeth St/Malvern Rd (Malvern),145.035504,1,72,c(327169.504919345, 5808740.45806481)
19062,-37.852084,44-Plant St/Malvern Rd (Malvern),145.032888,1,72,c(326938.504847839, 5808774.44910196)
19063,-37.851723,43-Glenferrie Rd/Malvern Rd (Malvern),145.030204,1,72,c(326701.521902223, 5808809.5264359)
19064,-37.85119,42-Lauriston Girls School/Malvern Rd (Armadale),145.026331,1,72,c(326359.477592688, 5808861.46964832)
19065,-37.850879,41-Murray St/Malvern Rd (Malvern),145.023918,1,72,c(326146.45784969, 5808891.49274579)
19066,-37.850588,40-Kooyong Rd/Malvern Rd (Toorak),145.021596,1,72,c(325941.465630785, 5808919.45252885)
19067,-37.850156,39-Densham Rd/Malvern Rd (Toorak),145.018426,1,72,c(325661.511076822, 5808961.47277014)
19068,-37.849793,38-Clendon Rd/Malvern Rd (Toorak),145.015617,1,72,c(325413.487178761, 5808996.49909871)
19069,-37.84938,37-Orrong Rd/Malvern Rd (Toorak),145.012469,1,72,c(325135.535118184, 5809036.43611733)
19070,-37.886809,51-Hawthorn Rd/Glenhuntly Rd (Caulfield),145.021764,1,67,c(326041.448330695, 5804900.46972711)
19071,-37.88711,52-Jasmine St/Glenhuntly Rd (Caulfield),145.024121,1,67,c(326249.467891412, 5804871.45807352)
19072,-37.887451,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),145.02675,1,67,c(326481.450308004, 5804838.51207226)
19073,-37.887673,54-Bambra Rd/Glenhuntly Rd (Caulfield),145.028689,1,67,c(326652.490775391, 5804817.49033738)
19074,-37.887931,55-Fallon St/Glenhuntly Rd (Caulfield),145.030615,1,67,c(326822.474965139, 5804792.43622954)
19075,-37.888251,56-Kambrook Rd/Glenhuntly Rd (Caulfield),145.033085,1,67,c(327040.472164704, 5804761.50734996)
19076,-37.888502,57-Clarke Ave/Glenhuntly Rd (Caulfield East),145.035114,1,67,c(327219.491668837, 5804737.4150437)
19077,-37.888794,58-Booran Rd/Glenhuntly Rd (Caulfield East),145.03754,1,67,c(327433.525612128, 5804709.50970516)
19078,-37.889132,60-Glenhuntly Shops/Glenhuntly Rd (Caulfield East),145.040476,1,67,c(327692.494624119, 5804677.42758417)
19079,-37.889307,61-Glenhuntly Railway Station/Glenhuntly Rd (Caulfield South),145.041824,1,67,c(327811.465927885, 5804660.50333715)
19081,-37.889633,62-Grange Rd/Glenhuntly Rd (Caulfield East),145.04459,1,67,c(328055.461292516, 5804629.43436053)
18512,-37.772452,34-Maribyrnong Rd/Ascot Vale Rd (Moonee Ponds),144.924024,1,82,c(317163.511242964, 5817403.49185109)
18513,-37.77234,35-Moore St/Maribyrnong Rd (Moonee Ponds),144.921234,1,82,c(316917.484716675, 5817410.45554847)
18514,-37.772026,36-Bayview Tce/Maribyrnong Rd (Moonee Ponds),144.918257,1,82,c(316654.500925407, 5817439.46622866)
18515,-37.771812,37-Union Rd/Maribyrnong Rd (Moonee Ponds),144.916322,1,82,c(316483.531024089, 5817459.41866464)
18516,-37.771415,38-Ferguson St/Maribyrnong Rd (Ascot Vale),144.912757,1,"82,57",c(316168.52359254, 5817496.46709816)
18517,-37.771027,39-Bowen St/Maribyrnong Rd (Moonee Ponds),144.90918,1,"82,57",c(315852.488556809, 5817532.48150335)
18518,-37.770631,40-Epsom Rd/Maribyrnong Rd (Ascot Vale),144.905672,1,"82,57",c(315542.518606406, 5817569.50911177)
18519,-37.77187,37-Maribyrnong Rd/Union Rd (Ascot Vale),144.91607,1,57,c(316461.477376956, 5817452.4923666)
18520,-37.773703,36-St Leonards Rd/Union Rd (Ascot Vale),144.91578,1,57,c(316440.453214656, 5817248.51818879)
18521,-37.776103,35-Munro St/Union Rd (Ascot Vale),144.915395,1,57,c(316412.494023068, 5816981.44000908)
18522,-37.778627,34-Burrowes St/Union Rd (Ascot Vale),144.914949,1,57,c(316379.453809596, 5816700.48927418)
18524,-37.782668,32-Sandown Rd/Epsom Rd (Ascot Vale),144.916675,1,57,c(316541.450786375, 5816255.46296291)
18525,-37.784425,31-Racing Victoria/400 Epsom Rd (Flemington),144.918204,1,57,c(316680.477306306, 5816063.49787166)
18526,-37.785913,30-Flemington Racecourse/Epsom Rd (Flemington),144.919786,1,57,c(316823.462538676, 5815901.47470593)
18527,-37.787446,29-Flemington Racecourse/Racecourse Rd (Flemington),144.921889,1,57,c(317012.459840313, 5815735.48632704)
18528,-37.787741,28-Smithfield Rd/Racecourse Rd (Flemington),144.925345,1,57,c(317317.538722611, 5815709.50998159)
18529,-37.788074,26-Newmarket Plaza/Racecourse Rd (Kensington),144.92839,1,57,c(317586.50347556, 5815678.50555828)
18530,-37.788354,25-Wellington St/Racecourse Rd (Flemington),144.93046,1,57,c(317769.483953864, 5815651.47431911)
18531,-37.788507,24-Collett St/Racecourse Rd (Kensington),144.933522,1,57,c(318039.524305714, 5815640.46283029)
18532,-37.788749,23-Stubbs St/Racecourse Rd (Flemington),144.93548,1,57,c(318212.549110343, 5815617.4183665)
18533,-37.789209,22-Boundary Rd/Racecourse Rd (North Melbourne),144.940145,1,57,c(318624.47703706, 5815575.43888143)
18536,-37.793729,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),144.947163,1,57,c(319253.500514719, 5815087.47158706)
18537,-37.795246,18-Erskine St/Abbotsford St (North Melbourne),144.946803,1,57,c(319225.49831966, 5814918.43518606)
18538,-37.796719,17-Canning St/Abbotsford St (North Melbourne),144.946535,1,57,c(319205.505012036, 5814754.4705372)
18539,-37.797968,16-Haines St/Abbotsford St (North Melbourne),144.946319,1,57,c(319189.531303793, 5814615.45363312)
18540,-37.800672,15-Arden St/Abbotsford St (North Melbourne),144.945835,1,57,c(319153.492408303, 5814314.4584012)
18541,-37.802663,14-Abbotsford St/Queensberry St (North Melbourne),144.945802,1,57,c(319155.464674079, 5814093.46344616)
18543,-37.791414,23-Royal Park/Royal Park (Parkville),144.949294,1,58,c(319435.530900852, 5815348.47585584)
18544,-37.787878,24-Elliott Ave/Royal Park (Parkville),144.949619,1,58,c(319455.549907353, 5815741.48069827)
18545,-37.784383,25-State Netball Hockey Centre/Royal Park (Parkville),144.94867,1,58,c(319363.438239011, 5816127.46893827)
18546,-37.782375,26-Melbourne Zoo/Royal Park (Parkville),144.949282,1,58,c(319412.44738347, 5816351.46996433)
18547,-37.780872,27-Royal Park Station/Royal Park (Parkville),144.950925,1,58,c(319553.494268654, 5816521.42479478)
18548,-37.776917,28-Park St/Royal Park (Parkville),144.94949,1,58,c(319417.487908114, 5816957.52901251)
18549,-37.775814,29-Brunswick Rd/Royal Park (Parkville),144.948748,1,58,c(319349.452944069, 5817078.48517861)
18550,-37.772562,30-Union Square Shopping Centre/Grantham St (Brunswick West),144.949315,1,58,c(319391.477931192, 5817440.44797591)
18551,-37.770298,31-Dawson St/Grantham St (Brunswick West),144.949741,1,58,c(319423.481488428, 5817692.49139948)
18552,-37.769923,32-Foden St/Dawson St (Brunswick),144.947356,1,58,c(319212.485504913, 5817729.49778378)
18553,-37.769593,33-Daly St/Dawson St (Brunswick),144.944425,1,58,c(318953.523363518, 5817760.44870185)
18554,-37.767614,34-Smith St/Melville Rd (Brunswick West),144.943095,1,58,c(318831.520799285, 5817977.46443006)
18555,-37.764912,35-Victoria St/Melville Rd (Brunswick West),144.94368,1,58,c(318876.458282057, 5818278.4349162)
18556,-37.762162,36-Hope St/Melville Rd (Brunswick West),144.944154,1,58,c(318911.515152358, 5818584.50322324)
18557,-37.75874,37-Albion St/Melville Rd (Brunswick West),144.944771,1,58,c(318957.527534194, 5818965.42003829)
18558,-37.756764,38-Jacobs Reserve/Melville Rd (Brunswick West),144.945154,1,58,c(318986.454840359, 5819185.43386451)
18559,-37.754779,39-McGregor Ave/Melville Rd (Brunswick West),144.94555,1,58,c(319016.504122782, 5819406.47122255)
18560,-37.753429,40-Moreland Rd/Melville Rd (Brunswick West),144.945655,1,58,c(319022.444027392, 5819556.47729011)
18561,-37.749512,41-Woodlands Ave/Melville Rd (Pascoe Vale South),144.946354,1,58,c(319074.498448596, 5819992.47906142)
18562,-37.746611,42-Reynard St/Melville Rd (Pascoe Vale South),144.944334,1,58,c(318889.448144867, 5820310.47721514)
18563,-37.744122,43-Princes Tce/Melville Rd (Pascoe Vale South),144.944767,1,58,c(318921.541155328, 5820587.51273027)
18564,-37.741966,44-Brearley Pde/Melville Rd (Pascoe Vale South),144.945133,1,58,c(318948.516603659, 5820827.45623643)
18566,-37.794648,51-Balwyn Rd/Doncaster Rd (Balwyn North),145.084631,1,48,c(331360.477435896, 5815242.48139534)
18567,-37.794372,50-Dight Ave/Doncaster Rd (Balwyn North),145.080936,1,48,c(331034.485531534, 5815266.42628842)
18568,-37.793941,49-Buchanan Ave/Doncaster Rd (Balwyn North),145.077722,1,48,c(330750.487909507, 5815308.43667836)
18569,-37.793412,48-Osburn Ave/Doncaster Rd (Balwyn North),145.074567,1,48,c(330471.461591802, 5815361.42004649)
18570,-37.792727,47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North),145.070724,1,48,c(330131.49469815, 5815430.45086481)
18571,-37.793006,46-Wattle Ave/Doncaster Rd (Balwyn North),145.067401,1,48,c(329839.540566517, 5815393.44691176)
18573,-37.836632,26-Ferrars St/Park St (South Melbourne),144.956405,1,1,c(320171.498632476, 5810344.52230613)
18574,-37.7947,43-Kew High School/High St (Kew East),145.061349,1,48,c(329310.526432436, 5815194.43904412)
18575,-37.796324,42-Woodlands Ave/High St (Kew East),145.057672,1,48,c(328990.492244912, 5815007.50483333)
18576,-37.797966,41-Station St/High St (Kew East),145.053927,1,48,c(328664.522809874, 5814818.44549277)
18577,-37.798721,40-Harp Village/High St (Kew East),145.052192,1,48,c(328513.515765612, 5814731.4838329)
18578,-37.799564,39-Harp Rd/High St (Kew East),145.050273,1,48,c(328346.486469025, 5814634.41359331)
18579,-37.801316,38-Victoria Park/High St (Kew East),145.046172,1,48,c(327989.453747046, 5814432.46836869)
18580,-37.802582,37-Kew Cemetery/High St (Kew),145.042652,1,48,c(327682.497510557, 5814285.49825515)
18581,-37.803539,36-Gladstone St/High St (Kew),145.040014,1,48,c(327452.455034005, 5814174.43962749)
18582,-37.805012,35-Charles St/High St (Kew),145.035977,1,48,c(327100.454144219, 5814003.5217816)
18583,-37.80564,34-Union St/High St (Kew),145.034166,1,48,c(326942.461852821, 5813930.48027166)
18584,-37.806674,33-Kew Shopping Centre/High St (Kew),145.031311,1,48,c(326693.538566063, 5813810.44947524)
18588,-37.815756,25-Brook St/Church St (Hawthorn),145.020982,1,48,c(325805.506040796, 5812783.45393932)
18589,-37.817971,24-Hill St/Church St (Hawthorn),145.018753,1,48,c(325614.491149245, 5812533.5076602)
